RDMD_ID,Region,"Household ID","H5 - Reported incident to authority","I4 - Type of construction materials of the floor","I7 - Presence electricity in the building/house"
6972,13,760101201900800628003," ",1,1
6973,13,760101201900800398002," ",1,1
6974,13,760101201900800158001," ",1,1
6975,13,760101300700201328005," ",1,1
6976,13,760101300700201098004," ",1,1
6977,13,760101300700201780159," ",1,1
6978,13,760101300700201548006," ",1,1
6979,13,760101300700200198001," ",1,1
6980,13,760101300700201090095," ",1,1
6981,13,760101300700200878003," ",1,1
6982,13,760101300700200428002," ",1,1
6983,13,760101201400804088002," ",1,1
6984,13,760101201400803050302," ",1,1
6985,13,760101201400801178007," ",1,1
6986,13,760101201400800328010," ",1,1
6987,13,760101201400803458004," ",1,1
6988,13,760101201400805120503," ",1,1
6989,13,760101201400801590158,1,1,1
6990,13,760101201400804910482," ",2,1
6991,13,760101201400801800179," ",1,1
6992,13,760101201400802840281," ",2,1
6993,13,760101201400804708005," ",1,1
6994,13,760101201400802220219," ",1,1
6995,13,760101201400800758009," ",1,1
6996,13,760101201400802630260," ",1,1
6997,13,760101201400800968008," ",1,1
6998,13,760101201400801388006," ",1,1
6999,13,760101201400804298003," ",1,1
7000,13,760101201400803660363," ",1,1
7001,13,760101201400803250322," ",1,1
7002,13,760101201400802420240," ",1,1
7003,13,760101201400800068011," ",1,1
7004,13,760101201400804498001," ",2,1
7005,13,760101201400800540055," ",1,1
7006,13,760101201400802010198," ",1,1
7007,13,760101201400803870381," ",1,1
7008,13,760101201400805330521," ",1,1
7009,13,760101200600002590236," ",1,1
7010,13,760101200600002378003," ",1,1
7011,13,760101200600000390035," ",1,1
7012,13,760101200600002818004," ",1,1
7013,13,760101200600000130013," ",1,1
7014,13,760101200600002150195," ",1,1
7015,13,760101200600001930175," ",1,1
7016,13,760101200600000370033," ",1,1
7017,13,760101200600000830074," ",1,1
7018,13,760101200600001718002," ",1,1
7019,13,760101200600001498001," ",1,1
7020,13,760101200600000610053," ",1,1
7021,13,760101200600000140014," ",1,1
7022,13,760101200900100588001," ",1,1
7023,13,760101200900100100010," ",1,1
7024,13,760101200900100850085," ",1,1
7025,13,760101200900101070107," ",1,1
7026,13,760101200900100340034," ",1,1
7027,13,760101105402201920191," ",1,1
7028,13,760101105402201490146," ",1,1
7029,13,760101105402200830081," ",1,1
7030,13,760101105402201708003," ",1,1
7031,13,760101105402202588004," ",1,1
7032,13,760101105402202148001," ",1,1
7033,13,760101105402201050101," ",1,1
7034,13,760101105402200388007," ",1,1
7035,13,760101105402200150017," ",1,1
7036,13,760101105402201278002," ",1,1
7037,13,760101105402202368005," ",1,1
7038,13,760101105402202808006," ",1,1
7039,13,760101105402200610062," ",1,1
7040,13,760101106305102418001," ",1,1
7041,13,760101106305102010208," ",1,1
7042,13,760101106305102708004," ",1,1
7043,13,760101106305101438003," ",1,1
7044,13,760101106305101140114," ",1,1
7045,13,760101106305103270323," ",1,1
7046,13,760101106305102998005," ",1,1
7047,13,760101106305100550055," ",1,1
7048,13,760101106305101720171," ",1,1
7049,13,760101106305100250025," ",1,1
7050,13,760101106305100858002," ",1,1
7051,13,760101101900001808005," ",1,1
7052,13,760101101900002860306," ",1,1
7053,13,760101101900003130335," ",1,1
7054,13,760101101900000680070," ",1,1
7055,13,760101101900001260131," ",1,1
7056,13,760101101900002330250," ",1,1
7057,13,760101101900001530157," ",1,1
7058,13,760101101900002070223," ",1,1
7059,13,760101101900000168002," ",1,1
7060,13,760101101900000738003," ",1,1
7061,13,760101101900001018001," ",1,1
7062,13,760101101900000458004," ",1,1
7063,13,760101101900000730075," ",1,1
7064,13,760101002701300330030," ",1,1
7065,13,760101002701301330132," ",1,1
7066,13,760101002701301558004," ",1,1
7067,13,760101002701302210221," ",1,1
7068,13,760101002701302438003," ",1,1
7069,13,760101002701300890087," ",1,1
7070,13,760101002701301110108," ",1,1
7071,13,760101002701300670064," ",1,1
7072,13,760101002701302650266," ",1,1
7073,13,760101002701302870289," ",1,1
7074,13,760101002701300210017," ",1,1
7075,13,760101002701302218002," ",1,1
7076,13,760101002701302870290," ",1,1
7077,13,760101002701300440041," ",1,1
7078,13,760101002701300890086," ",1,1
7079,13,760101002701301998001," ",1,1
7080,13,760101101100000090013," ",1,1
7081,13,760101101100001460158," ",1,1
7082,13,760101101100001688003," ",1,1
7083,13,760101101100001900204," ",1,1
7084,13,760101101100001020116," ",1,1
7085,13,760101101100000098001," ",1,1
7086,13,760101101100000358002," ",1,1
7087,13,760101101100001240138," ",1,1
7088,13,760101101100002120228," ",1,1
7089,13,760101101100000800092," ",1,2
7090,13,760101101100002340250," ",1,1
7091,13,760101101100001688004," ",1,1
7092,13,760101101100000580069," ",1,1
7093,13,760101101100001680181," ",1,1
7094,13,760101000300001130107," ",1,1
7095,13,760101000300000220019," ",1,1
7096,13,760101000300000838001," ",1,1
7097,13,760101000300000540050," ",1,1
7098,13,760101002000004778009," ",1,1
7099,13,760101002000003560350," ",1,1
7100,13,760101002000002058005," ",1,1
7101,13,760101002000000848001," ",1,1
7102,13,760101002000004170409," ",1,1
7103,13,760101002000003260321," ",1,1
7104,13,760101002000000538002," ",1,1
7105,13,760101002000004478008," ",1,1
7106,13,760101002000003860380," ",1,1
7107,13,760101002000002960291," ",1,1
7108,13,760101002000002658006," ",1,1
7109,13,760101002000001750176," ",1,1
7110,13,760101002000001148003," ",1,1
7111,13,760101002000001448004," ",1,1
7112,13,760101002000000220022," ",1,1
7113,13,760101002000002358007," ",1,1
7114,13,760100900200000420042," ",1,1
7115,13,760100900200000660066," ",1,1
7116,13,760100900200001390138," ",1,1
7117,13,760100900200001150114," ",1,1
7118,13,760100900200000910090," ",1,1
7119,13,760100900200000170017," ",1,1
7120,13,760100703001100270024," ",1,1
7121,13,760100703001102658005," ",1,1
7122,13,760100703001101958009," ",1,1
7123,13,760100703001102888006," ",1,1
7124,13,760100703001101498001," ",1,1
7125,13,760100703001101030083," ",1,1
7126,13,760100703001101260106," ",1,1
7127,13,760100703001102428004," ",1,1
7128,13,760100703001100028010," ",1,1
7129,13,760100703001101260107," ",1,1
7130,13,760100703001101728002," ",1,1
7131,13,760100703001100568008," ",1,1
7132,13,760100703001100328007," ",1,1
7133,13,760100703001101728003," ",1,1
7134,13,760100703001102190195," ",1,1
7135,13,760100800500008350804," ",1,1
7136,13,760100800500005408013," ",1,1
7137,13,760100800500002770272," ",1,1
7138,13,760100800500001318001," ",1,1
7139,13,760100800500007450716," ",1,1
7140,13,760100800500001028001," ",1,1
7141,13,760100800500006280606," ",1,1
7142,13,760100800500003358010," ",1,1
7143,13,760100800500004538012," ",1,1
7144,13,760100800500005690548," ",1,1
7145,13,760100800500001908004," ",1,1
7146,13,760100800500007740744," ",2,1
7147,13,760100800500001608003," ",1,1
7148,13,760100800500003640354," ",1,1
7149,13,760100800500008068008," ",1,1
7150,13,760100800500008640831," ",5,1
7151,13,760100800500004240411," ",1,1
7152,13,760100800500002488005," ",5,1
7153,13,760100800500007160687," ",2,1
7154,13,760100800500005110490," ",2,1
7155,13,760100800500005988014," ",1,1
7156,13,760100800500004820464," ",1,1
7157,13,760100800500002190215," ",1,1
7158,13,760100800500003068009," ",1,1
7159,13,760100800500006868007," ",1,1
7160,13,760100800500006578006," ",1,1
7161,13,760100800500003958011," ",1,1
7162,13,760100700400000060006," ",1,1
7163,13,760100700400002908011," ",1,1
7164,13,760100700400002628010," ",1,1
7165,13,760100700400002348009," ",1,1
7166,13,760100700400001228005," ",1,1
7167,13,760100700400002068008," ",1,1
7168,13,760100700400000650066," ",1,1
7169,13,760100700400001228001," ",1,1
7170,13,760100700400001788002," ",1,1
7171,13,760100700400001508007," ",1,1
7172,13,760100700400000368003," ",1,1
7173,13,760100700400001228006," ",1,1
7174,13,760100700400000940095," ",1,1
7175,13,760100700400000948004," ",1,1
7176,13,760100700400003188012," ",1,1
7177,13,760100300300002238006," ",1,1
7178,13,760100300300000768001," ",1,1
7179,13,760100300300001628003," ",1,1
7180,13,760100300300001058002," ",1,1
7181,13,760100300300000170015," ",1,1
7182,13,760100300300001928005," ",1,1
7183,13,760100300300001338004," ",1,1
7184,13,760100300300000470044," ",1,1
7185,13,760100601100500308001," ",1,1
7186,13,760100601100500840075," ",1,1
7187,13,760100601100500600054," ",1,1
7188,13,760100601100501780168," ",1,1
7189,13,760100601100501208002," ",1,1
7190,13,760100601100502950281," ",1,1
7191,13,760100601100502360223," ",1,1
7192,13,760100601100501490138," ",2,1
7193,13,760100601100502070196," ",1,1
7194,13,760100601100500910083," ",1,1
7195,13,760100300200000110010," ",1,1
7196,13,760100300200000720065," ",1,1
7197,13,760100300200001600148," ",1,1
7198,13,760100300200000410036," ",1,1
7199,13,760100300200001300121," ",1,1
7200,13,760100300200000290024," ",1,1
7201,13,760100200300000380038," ",1,1
7202,13,760100200300000660066," ",1,1
7203,13,760100200300000100010," ",1,1
7204,13,760100200500002588003," ",1,1
7205,13,760100200500000460046," ",1,1
7206,13,760100200500003790374," ",1,1
7207,13,760100200500007118007," ",1,1
7208,13,760100200500003490346," ",1,1
7209,13,760100200500000778002," ",1,1
7210,13,760100200500003188004," ",1,1
7211,13,760100200500005000435," ",1,1
7212,13,760100200500001080107," ",1,1
7213,13,760100200500003498006," ",1,1
7214,13,760100200500002280225," ",1,1
7215,13,760100200500000600060," ",1,1
7216,13,760100200500001680169," ",1,1
7217,13,760100200500000280028," ",1,1
7218,13,760100200500003498005," ",1,1
7219,13,760100200500000150015," ",1,1
7220,13,760100200500000288001," ",1,1
7221,13,760100200500001970195," ",1,1
7222,13,760100200500006810496," ",1,1
7223,13,760100200500001380136," ",1,1
7224,13,760100200500002880285," ",1,1
7225,13,760100200500005300447," ",1,1
7226,13,760100103401406298006," ",1,1
7227,13,760100103401406068007," ",1,1
7228,13,760100103401403748003," ",1,1
7229,13,760100103401401198011," ",1,1
7230,13,760100103401405598009," ",1,1
7231,13,760100103401402110195," ",1,1
7232,13,760100103401400258008," ",1,1
7233,13,760100103401401888013," ",1,1
7234,13,760100103401404890466," ",1,1
7235,13,760100103401405820554," ",1,1
7236,13,760100103401404660441," ",1,1
7237,13,760100103401400260022," ",1,1
7238,13,760100103401400968012," ",1,1
7239,13,760100103401401428010," ",1,1
7240,13,760100103401400010001," ",1,1
7241,13,760100103401402588014," ",1,1
7242,13,760100103401405360511," ",1,1
7243,13,760100103401400490043," ",1,1
7244,13,760100103401403278017," ",1,1
7245,13,760100103401403508016," ",1,1
7246,13,760100103401400020002," ",1,1
7247,13,760100103401401650152," ",1,1
7248,13,760100103401403978015," ",1,1
7249,13,760100103401402350217," ",1,1
7250,13,760100103401406768018," ",1,1
7251,13,760100103401403048004," ",1,1
7252,13,760100103401404200396," ",1,1
7253,13,760100103401404438001," ",1,1
7254,13,760100103401405138002," ",1,1
7255,13,760100103401406538005," ",1,1
7256,13,760100200100001850158," ",1,1
7257,13,760100200100000720056," ",1,1
7258,13,760100200100001578003," ",1,1
7259,13,760100200100001298002," ",1,1
7260,13,760100200100000140012," ",1,1
7261,13,760100200100002410213," ",1,1
7262,13,760100200100000618004," ",1,1
7263,13,760100200100001018001," ",1,1
7264,13,760100200100000430036," ",1,1
7265,13,760100200100002130186," ",1,1
7266,13,750403200200000170017," ",1,1
7267,13,750403200200000370037," ",1,1
7268,13,750403200200001320127," ",1,1
7269,13,750403200200001700160," ",1,1
7270,13,750403200200000560056," ",1,1
7271,13,750403200200001510143," ",1,1
7272,13,750403200200002080194," ",1,1
7273,13,750403200200000750075," ",1,1
7274,13,750403200200000940096," ",1,1
7275,13,750403200200002450230," ",1,1
7276,13,750403200200000758002," ",1,1
7277,13,750403200200002260212," ",1,1
7278,13,750403200200001130114," ",2,1
7279,13,750403200200001898003," ",1,1
7280,13,750403200200000758001," ",1,1
7281,13,750403100200001830166," ",1,1
7282,13,750403100200002100191," ",1,1
7283,13,750403100200001068002," ",1,1
7284,13,750403100200002590242," ",1,1
7285,13,750403100200000808003," ",1,1
7286,13,750403100200002348001," ",1,1
7287,13,750403100200000780069," ",1,1
7288,13,750403100200001320116," ",1,1
7289,13,750403100200000230022," ",1,1
7290,13,750403100200000538004," ",1,1
7291,13,750403100200000508005," ",1,1
7292,13,750403101700100388002," ",1,1
7293,13,750403101700100900079," ",1,1
7294,13,750403101700100318001," ",1,1
7295,13,750403101700100380036," ",1,1
7296,13,750403101700100388003," ",1,1
7297,13,750403101700100470045," ",1,1
7298,13,750403101700100048004," ",1,1
7299,13,750403101700100140014," ",1,1
7300,13,750403002900500170015," ",1,1
7301,13,750403002900502980315," ",1,1
7302,13,750403002900501918004," ",1,1
7303,13,750403002900502760294," ",1,1
7304,13,750403002900503198006," ",1,1
7305,13,750403002900501480165," ",1,1
7306,13,750403002900502550273," ",1,1
7307,13,750403002900501048002," ",1,1
7308,13,750403002900500838001," ",1,1
7309,13,750403002900501698005," ",1,1
7310,13,750403002900500160014," ",1,1
7311,13,750403002900501278003," ",1,1
7312,13,750403002900500380039," ",1,1
7313,13,750403002900500610065," ",1,1
7314,13,750403002900502120230," ",1,1
7315,13,750403004002202230199," ",1,1
7316,13,750403004002205100553," ",1,1
7317,13,750403004002203950415," ",1,1
7318,13,750403004002201388004," ",1,1
7319,13,750403004002203100311," ",1,1
7320,13,750403004002205660618," ",1,1
7321,13,750403004002200750073," ",1,1
7322,13,750403004002201108003," ",1,1
7323,13,750403004002203660379," ",1,1
7324,13,750403004002203950416," ",1,1
7325,13,750403004002203388005," ",1,1
7326,13,750403004002204230449," ",1,1
7327,13,750403004002204520485," ",1,1
7328,13,750403004002200238001," ",1,1
7329,13,750403004002202520236," ",1,1
7330,13,750403004002201950171," ",1,1
7331,13,750403004002200810079," ",1,1
7332,13,750403004002200530051," ",1,1
7333,13,750403004002202800270," ",1,1
7334,13,750403004002205388002," ",1,1
7335,13,750403004002200470045," ",1,1
7336,13,750403004002204800521," ",1,2
7337,13,750403004002202520237," ",1,1
7338,13,750403004002201660144," ",1,1
7339,13,750402800700500200035," ",1,1
7340,13,750402800700500198001," ",1,1
7341,13,750402800700500308002," ",1,1
7342,13,750402300100000350033," ",1,1
7343,13,750402300100000078001," ",1,1
7344,13,750402300100000610055," ",1,1
7345,13,750402701500202778007," ",1,1
7346,13,750402701500200198015," ",1,1
7347,13,750402701500202578009," ",1,1
7348,13,750402701500201428010," ",1,1
7349,13,750402701500203218004," ",1,1
7350,13,750402701500200498013," ",1,1
7351,13,750402701500202778008," ",1,1
7352,13,750402701500200258014," ",1,1
7353,13,750402701500202998002," ",1,1
7354,13,750402701500200678011," ",1,1
7355,13,750402701500202998001," ",1,1
7356,13,750402701500203218003," ",1,1
7357,13,750402701500203218005," ",1,1
7358,13,750402701500201660174," ",1,1
7359,13,750402701500200738012," ",1,1
7360,13,750402701500201890197," ",1,1
7361,13,750402701500200430043," ",1,1
7362,13,750402701500200968016," ",1,2
7363,13,750402701500202778006," ",1,1
7364,13,750402701500202120220," ",1,1
7365,13,750402000700001798006," ",1,1
7366,13,750402000700001038004," ",1,1
7367,13,750402000700000818001," ",1,1
7368,13,750402000700001418005," ",1,1
7369,13,750402000700001228003," ",1,1
7370,13,750402000700001608008," ",1,1
7371,13,750402000700000428002," ",1,1
7372,13,750402000700000180015," ",1,1
7373,13,750402000700000620058," ",1,1
7374,13,750402000700001988007," ",1,1
7375,13,750402001401001620172," ",1,1
7376,13,750402001401000310032," ",1,1
7377,13,750402001401002640279," ",1,1
7378,13,750402001401000740078," ",1,1
7379,13,750402001401001910204," ",1,1
7380,13,750402001401000450048," ",1,1
7381,13,750402001401002060219," ",1,1
7382,13,750402001401000890093," ",1,1
7383,13,750402001401002348002," ",1,1
7384,13,750402001401001760188," ",1,1
7385,13,750402001401002208003," ",1,1
7386,13,750402001401003230336," ",1,1
7387,13,750402001401002648005," ",1,1
7388,13,750402001401003088009," ",1,1
7389,13,750402001401000150017," ",1,1
7390,13,750402001401001328004," ",1,1
7391,13,750402001401002798008," ",1,1
7392,13,750402001401002640278," ",1,1
7393,13,750402001401001470155," ",1,1
7394,13,750402001401002498006," ",1,1
7395,13,750402001401001178001," ",1,1
7396,13,750402001401001030108," ",1,1
7397,13,750402001401002340248," ",1,1
7398,13,750402001401002938007," ",1,1
7399,13,750401903200000330037," ",1,1
7400,13,750401903200001640174," ",1,1
7401,13,750401903200001510161," ",1,1
7402,13,750401903200000170017," ",1,1
7403,13,750401903200000478001," ",1,1
7404,13,750401903200000920101," ",1,1
7405,13,750401903200001368003," ",1,1
7406,13,750401903200000170018," ",1,1
7407,13,750401903200000770086," ",1,1
7408,13,750401903200001210130," ",1,1
7409,13,750401903200000628002," ",1,1
7410,13,750401903200001060115," ",1,1
7411,13,750401801700100490049," ",1,1
7412,13,750401801700100150015," ",1,1
7413,13,750401801700100320032," ",1,1
7414,13,750401902500001858005," ",1,1
7415,13,750401902500000808010," ",1,1
7416,13,750401902500001598002," ",1,1
7417,13,750401902500003398006," ",1,1
7418,13,750401902500003130326," ",1,1
7419,13,750401902500002600272," ",1,1
7420,13,750401902500002340245," ",1,1
7421,13,750401902500002110219," ",1,1
7422,13,750401902500002348001," ",1,1
7423,13,750401902500003650378," ",1,1
7424,13,750401902500001338009," ",1,1
7425,13,750401902500000548003," ",1,1
7426,13,750401902500001070113," ",1,1
7427,13,750401902500000278004," ",1,1
7428,13,750401902500002608007," ",1,1
7429,13,750401902500001338008," ",1,1
7430,13,750401703902101378003," ",1,1
7431,13,750401703902100520051," ",1,1
7432,13,750401703902101090112," ",1,1
7433,13,750401703902102740297," ",1,1
7434,13,750401703902100780082," ",1,1
7435,13,750401703902100818002," ",1,1
7436,13,750401703902100498001," ",1,1
7437,13,750401703902101640168," ",1,1
7438,13,750401703902101930200," ",1,1
7439,13,750401703902102740296," ",1,1
7440,13,750401703902102470266," ",1,1
7441,13,750401703902102208004," ",1,1
7442,13,750401703902103018005," ",1,2
7443,13,750401800300000810072," ",1,1
7444,13,750401800300000130013," ",1,1
7445,13,750401800300001250126," ",1,1
7446,13,750401800300000070007," ",1,1
7447,13,750401800300000368001," ",1,1
7448,13,750401800300001030104," ",2,1
7449,13,750401800300001470145," ",1,1
7450,13,750401700400000880079," ",1,1
7451,13,750401700400000640054," ",1,1
7452,13,750401700400003428008," ",1,1
7453,13,750401700400001108002," ",1,1
7454,13,750401700400003198006," ",1,1
7455,13,750401700400002268013," ",1,1
7456,13,750401700400000400032," ",1,1
7457,13,750401700400001330124," ",1,1
7458,13,750401700400001108001," ",1,1
7459,13,750401700400000160013," ",1,1
7460,13,750401700400001568004," ",1,1
7461,13,750401700400002720263," ",1,1
7462,13,750401700400001798011," ",1,1
7463,13,750401700400003898009," ",1,1
7464,13,750401700400000468015," ",1,1
7465,13,750401700400004118003," ",1,1
7466,13,750401700400002028012," ",1,1
7467,13,750401700400000228014," ",1,1
7468,13,750401700400002968005," ",1,1
7469,13,750401700400003428007," ",1,1
7470,13,750401700400003668010," ",1,1
7471,13,750401601500401480155," ",1,1
7472,13,750401601500400300032," ",1,1
7473,13,750401601500401320135," ",1,1
7474,13,750401601500400840089," ",1,1
7475,13,750401601500400688004," ",1,1
7476,13,750401601500400360039," ",1,1
7477,13,750401601500400528001," ",1,1
7478,13,750401601500400688003," ",1,1
7479,13,750401601500401000104," ",1,1
7480,13,750401601500401640173," ",1,1
7481,13,750401601500400688005," ",1,1
7482,13,750401601500400190020," ",1,1
7483,13,750401601500400520055," ",1,1
7484,13,750401601500401160120," ",1,1
7485,13,750401601500401320136," ",1,1
7486,13,750401601500401798002," ",1,1
7487,13,750401601700701988004," ",1,1
7488,13,750401601700700830081," ",1,1
7489,13,750401601700700598001," ",1,1
7490,13,750401601700701750171," ",1,1
7491,13,750401601700702150218," ",1,1
7492,13,750401601700700100009," ",1,1
7493,13,750401601700701520149," ",1,1
7494,13,750401601700701298003," ",1,1
7495,13,750401601700700350033," ",1,1
7496,13,750401601700701068002," ",1,1
7497,13,750401300100000120012," ",1,2
7498,13,750401300100000798004," ",1,1
7499,13,750401300100001758003," ",1,1
7500,13,750401300100001598002," ",1,1
7501,13,750401300100001110110," ",1,1
7502,13,750401300100000950095," ",1,1
7503,13,750401300100000478005," ",1,1
7504,13,750401300100001438001," ",1,1
7505,13,750401300100000630067," ",1,1
7506,13,750401300100000300031," ",1,1
7507,13,750401300100001270126," ",2,1
7508,13,750401105101701288003," ",1,1
7509,13,750401105101701548004," ",1,1
7510,13,750401105101701010092," ",1,1
7511,13,750401105101700488002," ",1,1
7512,13,750401105101700750067," ",1,1
7513,13,750401105101700218001," ",1,1
7514,13,750401105101701808005," ",1,1
7515,13,750401105501802210225," ",1,1
7516,13,750401105501802448005," ",1,1
7517,13,750401105501802008004," ",1,1
7518,13,750401105501801780180," ",1,1
7519,13,750401105501800938002," ",1,1
7520,13,750401105501801148003," ",1,1
7521,13,750401105501802868007," ",1,1
7522,13,750401105501801570156," ",1,1
7523,13,750401105501802658006," ",1,1
7524,13,750401105501803088008," ",1,1
7525,13,750401105501800710067," ",2,1
7526,13,750401105501803298009," ",1,1
7527,13,750401105501801360134," ",1,1
7528,13,750401105501801360132," ",1,1
7529,13,750401105501800500047," ",1,1
7530,13,750401105501800058001," ",1,1
7531,13,750401105501800280027," ",1,1
7532,13,750401105501801360133," ",1,1
7533,13,750401102200002280222," ",1,1
7534,13,750401102200002040198," ",1,1
7535,13,750401102200002530247," ",1,1
7536,13,750401102200003260319," ",1,1
7537,13,750401102200001318005," ",1,1
7538,13,750401102200000330033," ",1,1
7539,13,750401102200001808002," ",1,1
7540,13,750401102200001550152," ",1,1
7541,13,750401102200000068001," ",1,1
7542,13,750401102200002770270," ",1,1
7543,13,750401102200003010294," ",1,1
7544,13,750401102200001078004," ",1,1
7545,13,750401102200000588003," ",1,1
7546,13,750401102200000820081," ",1,1
7547,13,750401000700003058007," ",1,1
7548,13,750401000700001208003," ",1,1
7549,13,750401000700002820310," ",1,1
7550,13,750401000700000268010," ",1,1
7551,13,750401000700001898004," ",1,1
7552,13,750401000700002120236," ",1,1
7553,13,750401000700000250027," ",1,1
7554,13,750401000700000498002," ",1,1
7555,13,750401000700003518008," ",1,1
7556,13,750401000700003288009," ",1,1
7557,13,750401000700000730080," ",1,1
7558,13,750401000700000028006," ",1,1
7559,13,750401000700000018001," ",1,1
7560,13,750401000700001430157," ",1,1
7561,13,750401000700000960106," ",1,1
7562,13,750401000700002350262," ",1,2
7563,13,750401000700001668005," ",1,1
7564,13,750401101500001718004," ",1,1
7565,13,750401101500003548002," ",1,1
7566,13,750401101500004060382," ",1,1
7567,13,750401101500003020284," ",1,1
7568,13,750401101500000390033," ",1,1
7569,13,750401101500002230210," ",1,1
7570,13,750401101500000660060," ",1,1
7571,13,750401101500002490235," ",1,1
7572,13,750401101500000110008," ",1,1
7573,13,750401101500001970185," ",1,1
7574,13,750401101500003280310," ",1,1
7575,13,750401101500003808001," ",1,1
7576,13,750401101500001190109," ",1,1
7577,13,750401101500000930086," ",1,1
7578,13,750401101500002760259," ",1,1
7579,13,750401101500001458003," ",1,1
7580,13,750401000200002718003," ",1,1
7581,13,750401000200002718001," ",1,1
7582,13,750401000200004328007," ",1,1
7583,13,750401000200003990388," ",1,1
7584,13,750401000200001628013," ",1,1
7585,13,750401000200001908009," ",1,1
7586,13,750401000200003510342," ",1,1
7587,13,750401000200003670358," ",1,1
7588,13,750401000200000948012," ",1,1
7589,13,750401000200001740185," ",2,1
7590,13,750401000200001260139," ",1,1
7591,13,750401000200000078014," ",1,1
7592,13,750401000200000610068," ",2,1
7593,13,750401000200003838005," ",1,1
7594,13,750401000200002718002," ",1,1
7595,13,750401000200001428011," ",1,1
7596,13,750401000200004158006," ",1,1
7597,13,750401000200000458016," ",1,1
7598,13,750401000200001100121," ",1,1
7599,13,750401000200002078010," ",1,1
7600,13,750401000200000940105," ",1,1
7601,13,750401000200000770083," ",1,1
7602,13,750401000200001580170," ",1,1
7603,13,750401000200001908008," ",1,1
7604,13,750401000200003350326," ",1,1
7605,13,750401000200003190311," ",1,1
7606,13,750401000200000070007," ",1,1
7607,13,750401000200002390245," ",1,1
7608,13,750401000200000290035," ",1,1
7609,13,750401000200000128015," ",1,1
7610,13,750401000200000400046," ",1,1
7611,13,750401000200002878004," ",1,1
7612,13,750400803400500938006," ",1,1
7613,13,750400803400501258008," ",1,1
7614,13,750400803400500458003," ",1,1
7615,13,750400803400501098007," ",1,1
7616,13,750400803400500618004," ",1,1
7617,13,750400803400500288002," ",1,1
7618,13,750400803400500778005," ",1,1
7619,13,750400803400500098001," ",1,1
7620,13,750400900700501618003," ",1,1
7621,13,750400900700502110212," ",1,1
7622,13,750400900700501360136," ",1,1
7623,13,750400900700502368001," ",1,1
7624,13,750400900700501860183," ",1,1
7625,13,750400900700500350041," ",1,1
7626,13,750400900700501618004," ",1,1
7627,13,750400900700502118002," ",1,1
7628,13,750400900700500090008," ",1,1
7629,13,750400900700501118005," ",1,1
7630,13,750400900700500610067," ",1,1
7631,13,750400900700500868006," ",1,1
7632,13,750400900700502110211," ",1,1
7633,13,750400400400001518007," ",1,1
7634,13,750400400400000760075," ",1,1
7635,13,750400400400000948002," ",1,1
7636,13,750400400400001138005," ",1,1
7637,13,750400400400000370036," ",1,1
7638,13,750400400400002088003," ",1,1
7639,13,750400400400001328006," ",1,1
7640,13,750400400400002278004," ",1,1
7641,13,750400400400000578001," ",1,1
7642,13,750400400400002650260," ",1,1
7643,13,750400400400000170017," ",1,1
7644,13,750400400400001890187," ",5,1
7645,13,750400400400002460238," ",1,1
7646,13,750400400400001700170," ",1,1
7647,13,750400500100001108001," ",1,1
7648,13,750400500100000820075," ",1,1
7649,13,750400500100000490048," ",1,1
7650,13,750400500100000530052," ",1,1
7651,13,750400500100001398002," ",1,1
7652,13,750400300200001830170," ",1,1
7653,13,750400300200001370129," ",1,1
7654,13,750400300200000440043," ",1,1
7655,13,750400300200000910087," ",1,1
7656,13,750400300200000208003," ",1,1
7657,13,750400300200002768001," ",1,1
7658,13,750400300200000678002," ",1,1
7659,13,750400300200002060190," ",1,1
7660,13,750400300200002530236," ",1,1
7661,13,750400300200002300214," ",1,1
7662,13,750400300200001140109," ",1,1
7663,13,750400300200001600148," ",1,1
7664,13,750301402601700988001," ",1,1
7665,13,750301402601701668004," ",1,1
7666,13,750301402601701180119," ",1,1
7667,13,750301402601700510049," ",1,1
7668,13,750301402601701420139," ",1,1
7669,13,750301402601700760073," ",1,2
7670,13,750301402601700240022," ",1,1
7671,13,750301402601700980098," ",1,1
7672,13,750301402601701668003," ",1,1
7673,13,750301402601700988002," ",1,1
7674,13,750301402200700708003," ",2,1
7675,13,750301402200700708004," ",2,1
7676,13,750301402200700560051," ",1,1
7677,13,750301402200700210020," ",1,1
7678,13,750301402200700268002," ",1,1
7679,13,750301402200701128006,2,1,1
7680,13,750301402200700438007," ",1,1
7681,13,750301402200700848005," ",2,1
7682,13,750301402200700098001," ",1,1
7683,13,750301401000001248002," ",2,1
7684,13,750301401000002540266," ",1,1
7685,13,750301401000002980310," ",1,1
7686,13,750301401000000370039," ",1,1
7687,13,750301401000002320243," ",1,1
7688,13,750301401000000800083," ",1,1
7689,13,750301401000002760288," ",1,1
7690,13,750301401000001890197," ",1,1
7691,13,750301401000000090010," ",2,2
7692,13,750301401000000340035," ",1,1
7693,13,750301401000003850398," ",1,1
7694,13,750301401000000340036," ",2,1
7695,13,750301401000001460150," ",1,1
7696,13,750301401000001028001," ",1,1
7697,13,750301401000003630376," ",1,1
7698,13,750301401000003410353," ",1,1
7699,13,750301401000002100219," ",1,1
7700,13,750301401000000120013," ",2,1
7701,13,750301402000300220020," ",2,1
7702,13,750301402000300530051," ",2,1
7703,13,750301402000300060006," ",1,1
7704,13,750301402000301090107," ",2,1
