RDMD_ID,Region,"Household ID","J1 - Family's main source of water supply","WS1 - Family's main source of drinking water","WS2 - Family's main source of water used for other purposes"
7941,13,750300902700001248007,01,11,"  "
7942,13,750300902700001470146,01,11,"  "
7943,13,750300902700002398011,01,11,"  "
7944,13,750300902700001240124,01,11,"  "
7945,13,750300902700001248008,01,72,11
7946,13,750300902700001708009,01,11,"  "
7947,13,750300901300000770064,01,72,11
7948,13,750300901300002018016,01,72,11
7949,13,750300901300000980085,01,72,11
7950,13,750300901300001808006,01,72,11
7951,13,750300901300001380131,01,72,11
7952,13,750300901300003468013,01,72,11
7953,13,750300901300003050310,01,72,11
7954,13,750300901300000228008,02,72,12
7955,13,750300901300002848011,02,72,12
7956,13,750300901300003648014,01,72,11
7957,13,750300901300000328002,01,72,11
7958,13,750300901300003268012,02,12,"  "
7959,13,750300901300002228007,02,72,12
7960,13,750300901300001170107,01,72,11
7961,13,750300901300002220229,01,72,11
7962,13,750300901300001608005,01,72,11
7963,13,750300901300002438008,01,72,11
7964,13,750300901300000108001,02,72,11
7965,13,750300901300000208003,01,72,11
7966,13,750300901300003818015,01,72,11
7967,13,750300901300002638010,02,12,"  "
7968,13,750300901500001588009,01,72,11
7969,13,750300901500001970193,01,72,11
7970,13,750300901500000408002,01,72,11
7971,13,750300901500002370233,01,72,11
7972,13,750300901500002520248,01,72,11
7973,13,750300901500001770174,01,72,11
7974,13,750300901500001978005,01,72,11
7975,13,750300901500001388010,01,72,11
7976,13,750300901500000998007,01,11,"  "
7977,13,750300901500001380135,01,11,"  "
7978,13,750300901500001978004,01,72,11
7979,13,750300901500000408003,01,72,11
7980,13,750300901500001580155,01,11,"  "
7981,13,750300901500000180016,01,11,"  "
7982,13,750300901500002168001,01,11,"  "
7983,13,750300901500001198006,01,72,11
7984,13,750300901500001190116,01,72,11
7985,13,750300901500000800077,01,72,11
7986,13,750300901500001588008,01,72,11
7987,13,750300901500000600057,02,72,13
7988,13,750300500800001100134,01,72,11
7989,13,750300500800000548005,01,72,11
7990,13,750300500800000730089,01,72,11
7991,13,750300500800001640192,01,72,11
7992,13,750300500800001278003,01,11,"  "
7993,13,750300500800002020229,01,72,11
7994,13,750300500800000348004,01,72,11
7995,13,750300500800000918002,01,72,11
7996,13,750300500800001838001,01,72,11
7997,13,750300500800001450175,01,11,"  "
7998,13,750300500800000118006,01,72,11
7999,13,750300800100000450077,01,11,"  "
8000,13,750300800100001130172,01,11,"  "
8001,13,750300800100001820245,01,72,11
8002,13,750300800100001680231,02,72,12
8003,13,750300800100000850144,01,72,11
8004,13,750300800100000580105,02,12,"  "
8005,13,750300800100000200025,01,72,11
8006,13,750300800100001270188,01,72,11
8007,13,750300800100000350052,02,72,12
8008,13,750300800100000588001,02,72,12
8009,13,750300800100000040005,02,72,12
8010,13,750300800100001410203,01,72,11
8011,13,750300800100000990159,01,72,11
8012,13,750300800100001550218,01,72,11
8013,13,750300500200000268001,01,72,11
8014,13,750300500200000260027,01,72,11
8015,13,750300500200000268002,01,72,11
8016,13,750300500200000128003,01,11,"  "
8017,13,750300500200000400042,01,72,11
8018,13,750300400500201100111,01,11,"  "
8019,13,750300400500201808001,01,11,"  "
8020,13,750300400500201660174,01,72,11
8021,13,750300400500200080008,01,72,11
8022,13,750300400500201808002,01,11,"  "
8023,13,750300400500200688003,01,11,"  "
8024,13,750300400500200250025,01,11,"  "
8025,13,750300400500201800188,01,11,"  "
8026,13,750300400500201248005,01,72,11
8027,13,750300400500201520156,01,11,"  "
8028,13,750300400500200820082,01,11,"  "
8029,13,750300400500201240126,01,11,"  "
8030,13,750300400500200410041,01,11,"  "
8031,13,750300400500200968006,01,72,11
8032,13,750300400500200960097,01,11,"  "
8033,13,750300400500201380140,01,72,11
8034,13,750300400500200558007,01,11,"  "
8035,13,750300400500200828004,01,11,"  "
8036,13,750300500100001618006,01,72,11
8037,13,750300500100001898015,01,72,11
8038,13,750300500100000340034,01,72,11
8039,13,750300500100000780084,03,14,"  "
8040,13,750300500100001478011,01,72,11
8041,13,750300500100001478012,01,72,11
8042,13,750300500100000028003,01,11,"  "
8043,13,750300500100000028001,01,72,11
8044,13,750300500100000640067,02,72,13
8045,13,750300500100000188007,01,72,11
8046,13,750300500100000910097,01,72,11
8047,13,750300500100000228014,01,72,11
8048,13,750300500100001328005,01,72,11
8049,13,750300500100000508013,01,72,11
8050,13,750300500100001058009,01,72,11
8051,13,750300500100001058004,01,72,11
8052,13,750300500100000648008,01,11,"  "
8053,13,750300500100000028002,01,72,11
8054,13,750300500100001198010,01,72,11
8055,13,750300300100000188004,01,72,11
8056,13,750300300100000180015,01,72,11
8057,13,750300300100002520291,01,11,"  "
8058,13,750300300100001758001,01,72,11
8059,13,750300300100002340272,01,72,11
8060,13,750300300100001950236,01,72,11
8061,13,750300300100001380164,01,72,11
8062,13,750300300100000808006,01,72,11
8063,13,750300300100001180132,01,72,11
8064,13,750300300100002520292,01,72,11
8065,13,750300300100002348007,01,72,11
8066,13,750300300100001000105,01,11,"  "
8067,13,750300300100002528008,01,11,"  "
8068,13,750300300100002140254,01,72,11
8069,13,750300300100001560193,01,11,"  "
8070,13,750300300100001750217,01,11,"  "
8071,13,750300300100000188003,01,72,11
8072,13,750300300100000400038,01,72,11
8073,13,750300300100002148002,01,72,11
8074,13,750300300100001180131,01,72,11
8075,13,750300300100000610059,01,72,11
8076,13,750300300100000808005,01,72,11
8077,13,750300100400001490118,01,72,11
8078,13,750300100400001950161,01,12,"  "
8079,13,750300100400001270098,01,11,"  "
8080,13,750300100400000249999,01,11,"  "
8081,13,750300100400001040077,01,11,"  "
8082,13,750300100400002410207,01,72,11
8083,13,750300100400000810056,01,72,11
8084,13,750300100400000579999,01,72,11
8085,13,750300100400001720137,01,11,"  "
8086,13,750300100400002640229,01,11,"  "
8087,13,750300100400000490035,01,11,"  "
8088,13,750300100400002180184,01,12,"  "
8089,13,750300100800200430045,01,11,"  "
8090,13,750300100800200570060,01,11,"  "
8091,13,750300100800201780185,01,11,"  "
8092,13,750300100800201640171,01,11,"  "
8093,13,750300100800200710073,01,12,"  "
8094,13,750300100800201080114,01,11,"  "
8095,13,750300100800201360142,01,11,"  "
8096,13,750300100800200570059,01,11,"  "
8097,13,750300100800200950101,01,72,11
8098,13,750300100800201500156,01,11,"  "
8099,13,750300100800201920198,01,11,"  "
8100,13,750300100800200280028,01,11,"  "
8101,13,750300100800200120012,01,11,"  "
8102,13,750300100800200810087,01,11,"  "
8103,13,750300100800200290029,01,11,"  "
8104,13,750202004402300518001,01,72,11
8105,13,750202004402300010001,01,11,"  "
8106,13,750202004402300518003,01,72,11
8107,13,750202004402300518002,01,72,11
8108,13,750202004402300250024,01,12,"  "
8109,13,750202101500002808005,01,72,11
8110,13,750202101500001920192,01,72,11
8111,13,750202101500002368003,01,11,"  "
8112,13,750202101500002808004,01,72,11
8113,13,750202101500003468006,01,72,11
8114,13,750202101500001488002,01,11,"  "
8115,13,750202101500000140014,01,11,"  "
8116,13,750202101500003240324,01,11,"  "
8117,13,750202101500002580258,01,72,11
8118,13,750202101500000148007,01,72,11
8119,13,750202101500002140214,01,72,11
8120,13,750202101500001260126,02,11,"  "
8121,13,750202101500002800280,01,72,11
8122,13,750202101500001048001,01,72,11
8123,13,750202101500000820082,10,72,11
8124,13,750202101500000130013,01,72,11
8125,13,750202101500000370037,01,72,11
8126,13,750202101500001040104,01,72,11
8127,13,750202101500002360236,01,72,11
8128,13,750202003201101008002,01,11,"  "
8129,13,750202003201100580056,01,72,11
8130,13,750202003201101288004,01,72,11
8131,13,750202003201100120014,01,72,11
8132,13,750202003201100298001,01,11,"  "
8133,13,750202003201101148005,01,72,11
8134,13,750202003201100728003,01,31,"  "
8135,13,750202003201101000099,01,72,11
8136,13,750202003201100868006,01,11,"  "
8137,13,750202003201100430042,01,72,11
8138," 7",610603800000000248001,01,11,"  "
8139," 7",610603800000001150105,01,11,"  "
8140," 7",610603800000000150014,01,11,"  "
8141," 7",610603800000001460131,01,11,"  "
8142," 7",610603800000001250112,01,11,"  "
8143," 7",610603800000000950088,01,11,"  "
8144," 7",610603800000000340029,01,11,"  "
8145," 7",610603800000000640058,02,12,"  "
8146," 7",610603800000001600144,01,11,"  "
8147," 7",610603800000001350121,03,13,"  "
8148," 7",610603800000000540048,03,14,"  "
8149," 7",610603800000000850078,01,11,"  "
8150," 7",610603800000000128002,01,11,"  "
8151," 7",610603800000001400126,03,13,"  "
8152," 7",610603800000000750069,02,12,"  "
8153,13,750202000100003610341,01,72,11
8154,13,750202000100002770264,01,72,11
8155,13,750202000100001230116,01,72,11
8156,13,750202000100001378011,01,72,11
8157,13,750202000100002210213,01,72,11
8158,13,750202000100002358012,01,11,"  "
8159,13,750202000100001518005,01,11,"  "
8160,13,750202000100001090102,01,11,"  "
8161,13,750202000100003050292,01,72,72
8162,13,750202000100003198006,01,72,11
8163,13,750202000100000390035,01,72,11
8164,13,750202000100003478014,01,72,11
8165,13,750202000100001650157,01,11,"  "
8166,13,750202000100001510143,01,72,11
8167,13,750202000100000950088,01,72,11
8168,13,750202000100001938007,01,72,11
8169,13,750202000100002070199,01,11,"  "
8170,13,750202000100003478015,01,11,"  "
8171,13,750202000100000180017,01,72,11
8172,13,750202000100002838013,01,11,"  "
8173,13,750202000100001798002,01,72,11
8174,13,750202000100002218003,01,11,"  "
8175,13,750202000100000818008,01,72,11
8176,13,750202000100001790171,01,72,11
8177,13,750202000100003330320,01,72,11
8178,13,750202000100000530048,01,72,11
8179,13,750202000100002218004,01,11,"  "
8180,13,750202000100000258009,01,11,"  "
8181,13,750202000100000678010,01,11,"  "
8182,13,750202000100002490240,01,72,11
8183,13,750202000100001238001,01,72,11
8184,13,750202000500000328005,01,11,"  "
8185,13,750202000500000758002,01,72,11
8186,13,750202000500000368006,01,72,11
8187,13,750202000500001118003,01,72,11
8188,13,750202000500001128004,01,11,"  "
8189,13,750202000500000948001,01,72,11
8190," 7",610603200000001390132,01,72,11
8191," 7",610603200000000770072,05,72,32
8192," 7",610603200000000260025,01,72,11
8193," 7",610603200000001600150,01,72,11
8194," 7",610603200000000980093,01,72,11
8195," 7",610603200000000030003,01,72,11
8196," 7",610603200000000150015,01,72,11
8197," 7",610603200000001860174,02,72,12
8198," 7",610603200000001710161,01,72,11
8199," 7",610603200000000670063,01,72,11
8200," 7",610603200000001280122,01,72,11
8201," 7",610603200000001080103,01,72,11
8202," 7",610603200000001760166,01,72,11
8203," 7",610603200000001490141,01,72,11
8204," 7",610603200000001810171,01,72,11
8205," 7",610603200000000560053,05,32,"  "
8206," 7",610603200000001180113,01,11,"  "
8207," 7",610603200000000060006,01,72,11
8208," 7",610603200000000360035,01,72,11
8209," 7",610603200000000870082,02,12,"  "
8210," 7",610603200000001910179,03,32,"  "
8211,13,750201800800000440043,01,72,11
8212,13,750201800800000688001,01,72,11
8213,13,750201800800001600170,01,72,11
8214,13,750201800800001370146,01,72,11
8215,13,750201800800002750309,01,72,11
8216,13,750201800800000680067,01,72,11
8217,13,750201800800000200019,01,72,11
8218,13,750201800800000918003,01,72,11
8219,13,750201800800002290253,01,72,11
8220,13,750201800800002988007,01,72,11
8221,13,750201800800002068006,01,72,11
8222,13,750201800800000688002,01,72,11
8223,13,750201800800001600169,01,72,11
8224,13,750201800800002520284,01,72,11
8225,13,750201800800001838005,01,11,"  "
8226,13,750201800800001148004,01,72,11
8227,13,750201901501100510061,01,72,11
8228,13,750201901501100250025,01,72,11
8229,13,750201901501100100011,01,72,11
8230,13,750201901501101668002,01,72,11
8231,13,750201901501101530170,01,72,11
8232,13,750201901501100770093,01,72,11
8233,13,750201901501101140131,01,72,11
8234,13,750201901501100640075,01,72,11
8235,13,750201901501101530171,01,72,11
8236,13,750201901501101400157,01,72,11
8237,13,750201901501101538001,01,72,11
8238,13,750201901501101270144,01,72,11
8239,13,750201901501101030120,01,72,11
8240,13,750201901501101790197,01,72,11
8241,13,750201901501100380048,01,72,11
8242,13,750201901501100900106,01,72,11
8243,13,750201700800400168012,01,72,11
8244,13,750201700800400168011,01,72,11
8245,13,750201700800401530143,01,72,11
8246,13,750201700800400570051,01,72,11
8247,13,750201700800400568009,01,11,"  "
8248,13,750201700800402478007,01,72,11
8249,13,750201700800402860271,01,72,11
8250,13,750201700800402288004,02,11,"  "
8251,13,750201700800400378002,01,72,11
8252,13,750201700800403068006,01,72,11
8253,13,750201700800401910181,01,11,"  "
8254,13,750201700800401720162,01,72,11
8255,13,750201700800401348005,01,72,11
8256,13,750201700800403440319,01,72,11
8257,13,750201700800402098003,01,72,11
8258,13,750201700800402670256,01,72,11
8259,13,750201700800403638008,01,72,11
8260,13,750201700800400770071,01,72,11
8261,13,750201700800400178001,01,72,11
8262,13,750201700800400368010,01,72,11
8263," 7",610602600000000900081,02,11,"  "
8264," 7",610602600000001660152,01,11,"  "
8265," 7",610602600000000600052,01,11,"  "
8266," 7",610602600000000300025,01,11,"  "
8267," 7",610602600000001400127,01,11,"  "
8268," 7",610602600000000400035,01,91,11
8269," 7",610602600000001760162,01,91,11
8270," 7",610602600000001560142,01,11,"  "
8271," 7",610602600000001600146,01,13,"  "
8272," 7",610602600000000500044,01,91,11
8273," 7",610602600000001200108,01,11,"  "
8274," 7",610602600000001300118,01,11,"  "
8275," 7",610602600000000700062,02,91,12
8276," 7",610602600000001700156,01,11,"  "
8277," 7",610602600000000050005,01,91,11
8278," 7",610602600000001100099,01,91,11
8279," 7",610602600000001500137,01,91,11
8280," 7",610602600000000800071,01,11,"  "
8281,13,750201502600001310133,01,72,11
8282,13,750201502600000610055,01,72,11
8283,13,750201502600000120014,01,91,11
8284,13,750201502600000430039,01,72,11
8285,13,750201502600000388003,01,72,11
8286,13,750201502600000660060,01,72,11
8287,13,750201502600000070009,01,72,12
8288,13,750201502600001090111,01,72,11
8289,13,750201504702901890185,01,11,"  "
8290,13,750201504702903440336,01,72,11
8291,13,750201504702903008005,01,11,"  "
8292,13,750201504702900780077,01,72,11
8293,13,750201504702902560250,01,11,"  "
8294,13,750201504702900348001,01,72,11
8295,13,750201504702901230120,02,72,12
8296,13,750201504702904100398,10,72,11
8297,13,750201504702903668006,10,72,11
8298,13,750201504702901000098,01,11,"  "
8299,13,750201504702901678002,01,11,"  "
8300,13,750201504702900560056,01,11,"  "
8301,13,750201504702901450142,10,13,"  "
8302,13,750201504702903880377,01,72,11
8303,13,750201504702900100009,01,72,11
8304,13,750201504702902338004,01,72,11
8305,13,750201504702902780271,01,72,11
8306,13,750201504702902118003,01,72,11
8307,13,750201504702903220314,01,72,11
8308," 7",610500900000000090006,01,11,"  "
8309," 7",610500900000001390120,01,72,11
8310," 7",610500900000001110098,01,11,"  "
8311," 7",610500900000000410034,02,12,"  "
8312," 7",610500900000002240192,02,12,"  "
8313," 7",610500900000000690060,03,14,"  "
8314," 7",610500900000000260020,02,12,"  "
8315," 7",610500900000002158002,01,72,11
8316," 7",610500900000001250110,01,72,11
8317," 7",610500900000000550046,02,12,"  "
8318," 7",610500900000000830073,02,72,12
8319," 7",610500900000001950167,01,72,11
8320," 7",610500900000000970085,01,72,11
8321," 7",610500900000001810155,01,11,"  "
8322," 7",610500900000000170013,02,12,"  "
8323," 7",610500900000001538001,01,11,"  "
8324," 7",610500900000002430207,02,12,"  "
8325,13,750201500700000100013,01,11,"  "
8326,13,750201500700000970112,01,11,"  "
8327,13,750201500700000290044,01,72,11
8328,13,750201500700000330048,01,11,"  "
8329,13,750201500700000760091,01,11,"  "
8330,13,750201500700001390154,01,72,11
8331,13,750201500700000558001,01,72,11
8332,13,750201500700001180133,01,72,11
8333,13,750201500700000298004,01,72,11
8334,13,750201500700001398003,01,72,11
8335,13,750201500700000978002,01,72,11
8336,13,750201500700001600175,10,13,"  "
8337,13,750201400100003658004,01,72,11
8338,13,750201400100001140122,01,72,11
8339,13,750201400100000500055,01,72,11
8340,13,750201400100001350142,01,72,11
8341,13,750201400100003868005,01,72,11
8342,13,750201400100001970197,01,72,11
8343,13,750201400100002600256,01,72,11
8344,13,750201400100002398008,01,72,11
8345,13,750201400100002188007,01,72,11
8346,13,750201400100003028010,01,72,11
8347,13,750201400100001560163,01,72,11
8348,13,750201400100000288011,01,72,11
8349,13,750201400100003658003,02,72,12
8350,13,750201400100000060007,01,11,"  "
8351,13,750201400100003440336,01,72,11
8352,13,750201400100003658002,01,72,11
8353,13,750201400100004068006,01,72,11
8354,13,750201400100002810273,01,72,11
8355,13,750201400100001768009,01,11,"  "
8356,13,750201400100002498001,01,72,11
8357,13,750201400100000720079,01,72,11
8358,13,750201400100000930101,01,72,11
8359,13,750201400200000640070,01,11,"  "
8360,13,750201400200001088004,02,72,12
8361,13,750201400200000338006,01,72,11
8362,13,750201400200000208002,03,72,14
8363,13,750201400200001740194,01,11,"  "
8364,13,750201400200001960222,01,72,11
8365,13,750201400200001528001,01,11,"  "
8366,13,750201400200002380274,01,72,11
8367,13,750201400200000868003,01,11,"  "
8368,13,750201400200001300148,01,72,11
8369,13,750201400200002180251,01,72,11
8370,13,750201400200000420048,01,11,"  "
8371,13,750201400200000568005,01,72,11
8372," 7",610500800000000920088,01,11,"  "
8373," 7",610500800000000700067,02,72,12
8374," 7",610500800000000480045,02,11,"  "
8375," 7",610500800000001800171,02,72,12
8376," 7",610500800000000260024,02,72,12
8377," 7",610500800000001690160,02,12,"  "
8378," 7",610500800000001588001,01,11,"  "
8379," 7",610500800000001918002,02,12,"  "
8380," 7",610500800000000370035,01,72,11
8381," 7",610500800000001030099,01,11,"  "
8382," 7",610500800000001360131,02,12,"  "
8383," 7",610500800000000130013,01,72,11
8384," 7",610500800000001250120,02,72,12
8385," 7",610500800000001140109,02,12,"  "
8386," 7",610500800000000590056,03,72,14
8387," 7",610500800000001470141,03,12,"  "
8388," 7",610500800000000810077,02,12,"  "
8389,13,750201300400001540146,01,72,11
8390,13,750201300400001140107,01,11,"  "
8391,13,750201300400000740070,01,72,11
8392,13,750201300400000530050,01,72,11
8393,13,750201300400002330222,01,72,11
8394,13,750201300400000320030,01,72,11
8395,13,750201300400002730260,01,72,11
8396,13,750201300400000110010,01,72,11
8397,13,750201300400002130203,01,72,11
8398,13,750201300400001930186,01,72,11
8399," 7",610500600000001110099,01,72,11
8400," 7",610500600000000580054,01,72,11
8401," 7",610500600000000100008,01,72,11
8402," 7",610500600000001440131,01,72,11
8403," 7",610500600000001330120,01,72,11
8404," 7",610500600000000478002,04,72,31
8405," 7",610500600000000780071,01,72,11
8406," 7",610500600000001860171,04,31,"  "
8407," 7",610500600000000890080,01,72,11
8408," 7",610500600000001220109,01,72,11
8409," 7",610500600000000360033,01,72,11
8410," 7",610500600000001550142,01,72,11
8411," 7",610500600000000680064,01,31,"  "
8412," 7",610500600000001000090,01,72,11
8413," 7",610500600000000238001,01,72,11
8414," 7",610500600000001660152,01,31,"  "
8415," 7",610500600000001760161,04,72,31
8416,13,750201100100000450051,01,72,11
8417,13,750201100100002818007,01,72,11
8418,13,750201100100002250236,01,11,"  "
8419,13,750201100100001290139,01,72,11
8420,13,750201100100002110221,01,72,11
8421,13,750201100100002390249,01,72,11
8422,13,750201100100002530263,01,11,"  "
8423,13,750201100100002678004,01,72,12
8424,13,750201100100001560167,01,11,"  "
8425,13,750201100100001010110,01,72,11
8426,13,750201100100000748003,03,72,14
8427,13,750201100100000138006,01,11,"  "
8428,13,750201100100001420153,01,11,"  "
8429,13,750201100100001840194,01,72,11
8430,13,750201100100000320033,01,11,"  "
8431,13,750201100100001708001,02,72,12
8432,13,750201100100000598002,01,72,11
8433,13,750201100100001970207,01,72,11
8434,13,750201100100000130012,01,72,11
8435,13,750201100100001150123,01,72,11
8436,13,750201100100000310032,01,11,"  "
8437,13,750201100100000138005,01,72,72
8438,13,750201100100000880095,01,72,11
8439,13,750201200200001470158,01,72,11
8440,13,750201200200001010113,01,72,11
8441,13,750201200200000550061,01,72,72
8442,13,750201200200001240133,01,72,11
8443,13,750201200200000320032,01,11,"  "
8444,13,750201200200002380257,01,72,11
8445,13,750201200200001470157,01,72,11
8446,13,750201200200002150228,01,72,11
8447,13,750201200200000080008,01,11,"  "
8448,13,750201200200000780089,01,11,"  "
8449,13,750201200200000500053,01,11,"  "
8450,13,750201200200003530369,01,72,11
8451,13,750201200200002610280,01,11,"  "
8452,13,750201200200003760391,01,11,"  "
8453,13,750201200200003990409,01,11,"  "
8454,13,750201200200003070325,01,72,11
8455,13,750201200200003300346,01,11,"  "
8456,13,750201200200002840303,01,11,"  "
8457,13,750201200200001700183,01,72,11
8458,13,750201200200000500051,01,72,11
8459,13,750201004401501000111,01,72,11
8460,13,750201004401502800289,01,72,11
8461,13,750201004401501800192,01,72,11
8462,13,750201004401501408004,01,72,11
8463,13,750201004401502608007,01,72,11
8464,13,750201004401500398001,01,72,11
8465,13,750201004401501208003,01,72,11
8466,13,750201004401502408006,01,72,11
8467,13,750201004401502000213,01,11,"  "
8468,13,750201004401500808002,01,72,11
8469,13,750201004401502208005,01,72,11
8470,13,750201004401501600172,01,72,11
8471,13,750201004401502800288,01,72,11
8472,13,750201004401500180020,01,72,11
8473,13,750201004401500600067,01,72,11
8474,13,750201004401503000310,01,72,11
8475,13,750201005103500920096,03,13,"  "
8476,13,750201005103500718002,01,72,11
8477,13,750201005103500508001,01,72,11
8478,13,750201005103500070007,01,72,11
8479,13,750201005103500070006,01,72,11
8480,13,750201005103501138003,01,11,"  "
8481,13,750201005103501130117,01,11,"  "
8482,13,750201005103501138004,01,11,"  "
8483,13,750201005103500280033,01,72,11
8484," 7",610500400000000678004,02,32,"  "
8485," 7",610500400000000770069,01,14,"  "
8486," 7",610500400000000570051,01,72,11
8487," 7",610500400000001140104,05,32,"  "
8488," 7",610500400000000970088,01,72,11
8489," 7",610500400000000270025,05,32,"  "
8490," 7",610500400000000378002,01,72,11
8491," 7",610500400000001070098,03,14,"  "
8492," 7",610500400000001240114,05,32,"  "
8493," 7",610500400000000148001,02,12,"  "
8494," 7",610500400000000870079,01,72,11
8495," 7",610500400000000478003,02,72,12
8496," 7",610500400000000020002,05,14,"  "
8497,13,750201003702001700168,01,72,11
8498,13,750201003702002100207,01,72,11
8499,13,750201003702000900088,01,72,11
8500,13,750201003702001100108,01,72,11
8501,13,750201003702001908004,01,72,11
8502,13,750201003702002300226,01,72,11
8503,13,750201003702000708002,01,11,"  "
8504,13,750201003702000078001,01,72,11
8505,13,750201003702000280028,01,72,11
8506,13,750201003702000490048,01,72,11
8507,13,750201003702001300128,01,72,11
8508,13,750201003702002108005,01,72,11
8509,13,750201003702002308006,01,72,11
8510,13,750201003702001508003,01,72,11
8511," 7",610401500000000110008,02,12,"  "
8512," 7",610401500000000390034,01,72,11
8513," 7",610401500000000220019,01,72,11
8514," 7",610401500000002450223,01,72,11
8515," 7",610401500000002080188,01,72,11
8516," 7",610401500000001660149,01,72,11
8517," 7",610401500000001100098,02,72,12
8518," 7",610401500000001800161,01,72,11
8519," 7",610401500000002170197,02,12,"  "
8520," 7",610401500000001380124,02,72,12
8521," 7",610401500000002260206,01,72,11
8522," 7",610401500000000820075,01,72,11
8523," 7",610401500000001240112,01,11,"  "
8524," 7",610401500000001940175,01,72,11
8525," 7",610401500000000540048,02,72,12
8526," 7",610401500000001520137,02,72,12
8527," 7",610401500000002360216,01,72,11
8528," 7",610401500000000960088,01,72,11
8529," 7",610401500000000680061,01,72,11
8530,13,750201002500000028001,01,72,11
8531,13,750201002500000080008,01,72,11
8532,13,750201002500000020002,01,72,11
8533,13,750201002500000100010,01,72,11
8534,13,750201003601400508001,01,72,11
8535,13,750201003601400720069,01,72,11
8536,13,750201003601401828004,01,72,11
8537,13,750201003601400940090,01,72,11
8538,13,750201003601400270027,01,72,11
8539,13,750201003601400040004,01,72,11
8540,13,750201003601401388003,01,72,11
8541,13,750201003601401168002,01,72,11
8542,13,750201003601401600151,01,72,72
8543,13,750201000300001428006,01,72,11
8544,13,750201000300000078001,01,72,11
8545,13,750201000300000980092,01,72,11
8546,13,750201000300000300028,01,72,11
8547,13,750201000300000768004,10,72,13
8548,13,750201000300000078002,01,72,11
8549,13,750201000300001200114,01,72,11
8550,13,750201000300000538003,01,72,11
8551,13,750201000300000070007,01,72,11
8552,13,750201000300001208005,01,72,11
8553,13,750201000300001648007,01,72,11
8554,13,750201000300001648008,01,72,11
8555,13,750201001900000340032,01,72,11
8556,13,750201001900002678010,01,72,11
8557,13,750201001900001410137,01,72,11
8558,13,750201001900002048007,01,72,11
8559,13,750201001900002888011,01,72,11
8560,13,750201001900000780074,01,72,11
8561,13,750201001900001628005,01,72,11
8562,13,750201001900002468009,01,72,11
8563,13,750201001900000120011,01,72,11
8564,13,750201001900001838006,01,72,11
8565,13,750201001900002258008,01,72,11
8566,13,750201001900000128002,01,72,11
8567,13,750201001900000128001,01,72,11
8568,13,750201001900000228001,01,72,11
8569,13,750201001900000998004,01,72,11
8570,13,750201001900000568003,01,72,11
8571," 7",610400400000001240113,01,11,"  "
8572," 7",610400400000000808002,02,12,"  "
8573," 7",610400400000000480047,01,11,"  "
8574," 7",610400400000000370036,01,12,"  "
8575," 7",610400400000001460133,01,11,"  "
8576," 7",610400400000000910087,01,72,11
8577," 7",610400400000000120012,01,11,"  "
8578," 7",610400400000000250024,01,11,"  "
8579," 7",610400400000001350123,01,11,"  "
8580," 7",610400400000001028001,01,11,"  "
8581," 7",610400400000000598003,01,11,"  "
8582," 7",610400400000001130103,01,72,11
8583," 7",610400400000001570143,01,72,11
8584," 7",610400400000000700067,02,12,"  "
8585,13,750200900200000090009,01,72,11
8586,13,750200900200000600056,01,72,11
8587,13,750200900200000140014,01,72,11
8588,13,750200900200001040100,01,72,11
8589,13,750200900200000820078,01,72,11
8590,13,750200900200001260122,01,72,11
8591," 7",610201200000001060098,03,13,"  "
8592," 7",610201200000000860081,01,91,11
8593," 7",610201200000000760071,01,91,11
8594," 7",610201200000000470042,02,12,"  "
8595," 7",610201200000000610056,02,91,12
8596," 7",610201200000000960091,01,91,11
8597," 7",610201200000000190018,01,91,11
8598,13,750200700300000708002,01,72,11
8599,13,750200700300001140124,01,11,"  "
8600,13,750200700300000478001,01,72,11
8601,13,750200700300001588003,01,72,11
8602,13,750200700300002600272,01,11,"  "
8603,13,750200700300000920091,01,72,11
8604,13,750200700300002380247,01,72,11
8605,13,750200700300003480383,01,72,11
8606,13,750200700300001800181,01,11,"  "
8607,13,750200700300003268004,01,72,72
8608,13,750200700300003040323,01,11,"  "
8609,13,750200700300000240025,02,72,11
8610,13,750200700300002820296,01,72,11
8611,13,750200700300001940200,10,72,11
8612,13,750200700300002160223,01,72,11
8613,13,750200700300000010001,01,11,"  "
8614,13,750200900100001728001,01,72,11
8615,13,750200900100000440038,01,72,11
8616,13,750200900100000700065,01,72,11
8617,13,750200900100001080098,01,11,"  "
8618,13,750200900100000300025,01,11,"  "
8619,13,750200900100001590144,01,72,11
8620,13,750200900100000150010,01,72,11
8621,13,750200900100000330028,01,11,"  "
8622,13,750200900100000570053,01,72,11
8623,13,750200900100001460132,01,72,11
8624,13,750200500300002608004,01,72,11
8625,13,750200500300000738001,01,72,11
8626,13,750200500300000730069,01,72,11
8627,13,750200500300001668003,01,72,11
8628,13,750200500300001980189,01,72,11
8629,13,750200500300001368002,01,72,11
8630,13,750200500300002920279,01,11,"  "
8631,13,750200500300003230311,01,72,11
8632,13,750200500300000410039,01,11,"  "
8633,13,750200500300002300219,01,72,11
8634,13,750200500300001040099,01,11,"  "
8635,13,750200500300000060004,01,72,11
8636," 7",610200700000000680056,03,72,14
8637," 7",610200700000000830071,03,14,"  "
8638," 7",610200700000000870075,04,21,"  "
8639," 7",610200700000000970085,03,14,"  "
8640," 7",610200700000000270023,03,72,14
8641," 7",610200700000000170014,03,14,"  "
