RDMD_ID,Region,"Household ID","J1 - Family's main source of water supply","WS1 - Family's main source of drinking water","WS2 - Family's main source of water used for other purposes"
16250," 3",080600401200800648003,01,11,"  "
16251," 3",080600401200801640133,01,41,"  "
16252," 3",080600401200801868005,04,41,"  "
16253," 3",080600401200802340199,01,72,11
16254," 3",080600401200802100175,01,11,"  "
16255," 3",080600100400200138003,01,11,"  "
16256," 3",080600100400202168006,01,11,"  "
16257," 3",080600100400201480133,01,11,"  "
16258," 3",080600100400203680328,01,72,11
16259," 3",080600100400200310028,01,11,"  "
16260," 3",080600100400203510312,01,11,"  "
16261," 3",080600100400202830254,01,72,11
16262," 3",080600100400200148007,01,72,72
16263," 3",080600100400200478001,01,11,"  "
16264," 3",080600100400202490221,01,11,"  "
16265," 3",080600100400200478002,01,11,"  "
16266," 3",080600100400202338005,01,11,"  "
16267," 3",080600100400203170284,01,72,11
16268," 3",080600100400200470044,01,11,"  "
16269," 3",080600100400200640057,01,11,"  "
16270," 3",080600100400200980086,01,72,11
16271," 3",080600100400202660238,01,11,"  "
16272," 3",080600100400201320117,01,11,"  "
16273," 3",080600100400200300027,01,11,"  "
16274," 3",080600100400200818004,01,21,"  "
16275," 3",080600100400201650144,01,72,11
16276," 3",080600100400201150101,03,21,"  "
16277," 3",080600100400201990173,01,11,"  "
16278," 3",080600100400201820160,01,11,"  "
16279," 3",080502000000000170017,01,31,"  "
16280," 3",080502000000000610060,01,11,"  "
16281," 3",080502000000001460133,01,11,"  "
16282," 3",080502000000000788002,04,14,"  "
16283," 3",080502000000000340034,04,31,"  "
16284," 3",080502000000001800165,04,31,"  "
16285," 3",080502000000001978001,04,31,"  "
16286," 3",080502000000000270027,01,31,"  "
16287," 3",080502000000000100010,01,72,11
16288," 3",080502000000001290117,01,14,"  "
16289," 3",080502000000002140198,01,14,"  "
16290," 3",080502000000000440044,01,31,"  "
16291," 3",080502000000002310215,04,21,"  "
16292," 3",080500800600401470124,01,14,"  "
16293," 3",080500800600400620049,01,14,"  "
16294," 3",080500800600401810158,04,31,"  "
16295," 3",080500800600401130093,04,14,"  "
16296," 3",080500800600400040004,01,11,"  "
16297," 3",080500800600401980175,03,31,"  "
16298," 3",080500800600400790064,04,31,"  "
16299," 3",080500800600400458001,03,14,"  "
16300," 3",080500800600403000263,03,14,"  "
16301," 3",080500800600401300107,04,31,"  "
16302," 3",080500800600403170276,01,11,"  "
16303," 3",080500800600402660233,03,14,"  "
16304," 3",080500800600400380026,04,31,"  "
16305," 3",080500800600402320207,01,31,"  "
16306," 3",080500800600402830249,03,14,"  "
16307," 3",080500800600400960077,02,72,12
16308," 3",080500800600401640141,01,72,11
16309," 3",080500800600403340285,01,11,"  "
16310," 3",080500800600400110010,01,72,11
16311," 3",080405000300200660062,01,11,"  "
16312," 3",080405000300201380124,01,11,"  "
16313," 3",080405000300201200113,01,72,11
16314," 3",080405000300200120012,01,31,"  "
16315," 3",080405000300200300026,04,21,"  "
16316," 3",080405000300200450039,01,11,"  "
16317," 3",080405000300200090008,01,11,"  "
16318," 3",080405000300202280208,01,72,11
16319," 3",080405000300201020094,01,72,11
16320," 3",080405000300202100191,01,11,"  "
16321," 3",080405000300201560140,01,72,11
16322," 3",080405000300200480042,04,31,"  "
16323," 3",080403000200000390036,05,72,32
16324," 3",080403000200001240117,01,72,11
16325," 3",080403000200000220021,01,72,12
16326," 3",080403000200002270216,01,31,"  "
16327," 3",080403000200001928004,02,72,12
16328," 3",080403000200002610249,01,72,11
16329," 3",080403000200002440232,01,72,11
16330," 3",080403000200002780266,01,11,"  "
16331," 3",080403000200000560051,02,72,12
16332," 3",080403000200001580150,01,11,"  "
16333," 3",080403000200000908001,01,11,"  "
16334," 3",080403000200001070101,01,11,"  "
16335," 3",080403000200001418003,03,72,14
16336," 3",080403000200002108002,01,11,"  "
16337," 3",080400200200001700150,04,21,"  "
16338," 3",080400200200002650230,03,14,"  "
16339," 3",080400200200003220273,01,11,"  "
16340," 3",080400200200003410289,01,72,11
16341," 3",080400200200000320023,01,11,"  "
16342," 3",080400200200000940078,02,72,72
16343," 3",080400200200003030254,01,72,72
16344," 3",080400200200000510041,04,31,"  "
16345," 3",080400200200000560045,01,11,"  "
16346," 3",080400200200001510132,02,12,"  "
16347," 3",080400200200000370028,01,11,"  "
16348," 3",080400200200000130011,01,11,"  "
16349," 3",080400200200001890167,01,72,11
16350," 3",080400200200002460214,02,72,12
16351," 3",080400200200001320115,04,14,"  "
16352," 3",080400200200004060350,01,72,11
16353," 3",080301400300200450048,01,11,"  "
16354," 3",080301400300200110013,01,11,"  "
16355," 3",080301400300201130113,01,72,11
16356," 3",080301400300200790081,01,11,"  "
16357," 3",080301400300200280031,01,11,"  "
16358," 3",080301400300200960097,01,11,"  "
16359," 3",080301400300202000199,01,11,"  "
16360," 3",080301400300201660166,01,11,"  "
16361," 3",080301400300200628001,01,11,"  "
16362," 3",080301400300201830182,01,11,"  "
16363," 3",080301400300202178002,04,31,"  "
16364," 3",080301400300201490149,03,21,"  "
16365," 3",080301400300201300129,04,21,"  "
16366," 3",080301100100001650130,04,72,11
16367," 3",080301100100003180278,04,21,"  "
16368," 3",080301100100002840237,01,72,11
16369," 3",080301100100000450033,01,72,11
16370," 3",080301100100000110007,01,72,11
16371," 3",080301100100001828003,01,72,11
16372," 3",080301100100002670220,01,11,"  "
16373," 3",080301100100002508007,01,72,11
16374," 3",080301100100000960072,01,11,"  "
16375," 3",080301100100000138006,01,72,11
16376," 3",080301100100002330190,01,11,"  "
16377," 3",080301100100002168002,01,72,11
16378," 3",080301100100001480113,04,14,"  "
16379," 3",080301100100002678004,01,72,11
16380," 3",080301100100001488001,04,14,"  "
16381," 3",080301100100000300020,01,11,"  "
16382," 3",080301100100002678005,01,11,"  "
16383," 3",080301100100000790059,04,21,"  "
16384," 3",080301100100001310097,04,72,21
16385," 3",080300800100003230325,01,11,"  "
16386," 3",080300800100000520047,01,11,"  "
16387," 3",080300800100001610162,01,72,11
16388," 3",080300800100001070111,01,11,"  "
16389," 3",080300800100000320032,01,11,"  "
16390," 3",080300800100001438002,01,11,"  "
16391," 3",080300800100002870289,04,13,"  "
16392," 3",080300800100002150217,01,11,"  "
16393," 3",080300800100001258003,01,11,"  "
16394," 3",080300800100000140014,03,13,"  "
16395," 3",080300800100001790177,02,12,"  "
16396," 3",080300800100002518006,01,72,11
16397," 3",080300800100001970198,01,11,"  "
16398," 3",080300800100003058007,01,11,"  "
16399," 3",080300800100000718004,01,11,"  "
16400," 3",080300800100002690271,01,11,"  "
16401," 3",080300800100000898001,01,11,"  "
16402," 3",080300800100002338005,01,11,"  "
16403," 3",080300400100000860084,01,11,"  "
16404," 3",080300400100001560155,01,11,"  "
16405," 3",080300400100003180309,01,11,"  "
16406," 3",080300400100002820278,01,11,"  "
16407," 3",080300400100001388001,01,11,"  "
16408," 3",080300400100002280226,02,13,"  "
16409," 3",080300400100002460242,01,72,11
16410," 3",080300400100002108002,01,11,"  "
16411," 3",080300400100001030101,01,11,"  "
16412," 3",080300400100001920191,01,72,11
16413," 3",080300400100003368003,01,72,11
16414," 3",080300400100002640261,01,11,"  "
16415," 3",080300400100001040102,01,11,"  "
16416," 3",080201600200001470127,01,11,"  "
16417," 3",080201600200001118001,01,72,11
16418," 3",080201600200002078003,01,11,"  "
16419," 3",080201600200001660145,01,72,11
16420," 3",080201600200000730214,01,72,11
16421," 3",080201600200000920078,01,11,"  "
16422," 3",080201600200001280110,01,11,"  "
16423," 3",080201600200001850157,01,72,11
16424," 3",080201600200002450211,01,11,"  "
16425," 3",080201600200000170016,02,12,"  "
16426," 3",080201600200002260192,01,11,"  "
16427," 3",080201600200000360033,04,21,"  "
16428," 3",080201600200000558002,01,72,11
16429," 3",080200100200001390061,01,72,11
16430," 3",080200100200001150037,01,14,"  "
16431," 3",080200100200002830200,04,72,21
16432," 3",080200100200002110128,01,11,"  "
16433," 3",080200100200001870104,01,72,11
16434," 3",080200100200001630082,01,11,"  "
16435," 3",080200100200002350151,01,72,11
16436," 3",080100700500300450032,01,11,"  "
16437," 3",080100700500300540040,01,14,"  "
16438," 3",080100700500301018001,01,12,"  "
16439," 3",080100700500303338002,02,42,"  "
16440," 3",080100700500300310022,01,14,"  "
16441," 3",080100700500303100260,01,11,"  "
16442," 3",080100700500303560311,08,14,"  "
16443," 3",080100700500302390199,08,14,"  "
16444," 3",080100700500301240098,08,14,"  "
16445," 3",080100700500302870237,03,11,"  "
16446," 3",080100700500300770060,01,14,"  "
16447," 3",080100700500302640217,01,12,"  "
16448," 3",080100700300000410030,01,11,"  "
16449," 3",080100700300000920080,03,11,"  "
16450," 3",080100700300000560044,03,14,"  "
16451," 3",080100700300000750063,01,12,"  "
16452," 3",080100700300001430125,01,11,"  "
16453," 3",080100700300000730061,01,14,"  "
16454," 3",080100700300000580046,03,14,"  "
16455," 3",080100700300001260109,01,12,"  "
16456,14,321101500100000250022,01,11,"  "
16457,14,321101500100002020181,01,11,"  "
16458,14,321101500100001920172,03,14,"  "
16459,14,321101500100000650055,01,11,"  "
16460,14,321101500100000560047,01,11,"  "
16461,14,321101500100002610236,03,11,"  "
16462,14,321101500100001440127,01,11,"  "
16463,14,321101500100002120190,01,11,"  "
16464,14,321101500100000360029,03,14,"  "
16465,14,321101500100001340119,01,11,"  "
16466,14,321101500100001140101,01,11,"  "
16467,14,321101500100000950082,01,11,"  "
16468,14,321101500100000010001,03,72,14
16469,14,321101500100000750065,01,11,"  "
16470,14,321101500100001040091,03,12,"  "
16471,14,321101500100000850074,03,12,"  "
16472,14,321101500100000460038,01,11,"  "
16473,14,321101500100002410217,03,14,"  "
16474,14,321101500100002320209,03,14,"  "
16475,14,321101500100001630145,01,11,"  "
16476,14,321101500100001730154,03,14,"  "
16477,14,321101500100002220199,01,11,"  "
16478,14,321101500100001240109,03,12,"  "
16479,14,321101500100001830164,02,12,"  "
16480,14,321101500100001530135,01,11,"  "
16481,14,110204000100000050005,01,72,11
16482,14,110204000100002508003,01,91,11
16483,14,110204000100000748001,01,91,11
16484,14,110204000100002060172,01,91,11
16485,14,110204000100001840155,01,91,11
16486,14,110204000100001180095,01,91,61
16487,14,110204000100000510043,01,72,11
16488,14,110204000100001628002,01,91,11
16489,14,110204000100000280025,01,91,11
16490,14,110204000100000960076,01,91,11
16491,14,110200400500101070072,01,72,11
16492,14,110200400500100330024,01,72,11
16493,14,110200400500102278001,01,72,11
16494,14,110200400500102030145,01,72,11
16495,14,110200400500101318002,01,72,11
16496,14,110200400500101790126,01,72,11
16497,14,810700800000000630060,03,72,21
16498,14,810700800000000780074,02,72,12
16499,14,810700800000000020002,02,21,"  "
16500,14,810700800000000470044,04,72,21
16501,14,810700800000001100105,03,13,"  "
16502,14,810700800000001250119,02,72,12
16503,14,810700800000000940090,02,12,"  "
16504,14,810700800000001570148,02,21,"  "
16505,14,810700800000001840174,02,72,12
16506,14,810700800000000300027,02,12,"  "
16507,14,810700800000000140012,02,72,12
16508,14,810700800000001720163,02,72,12
16509,14,810602500000000130013,03,13,"  "
16510,14,810602500000000930090,02,12,"  "
16511,14,810602500000000438001,02,12,"  "
16512,14,810602500000000810078,01,12,"  "
16513,14,810602500000000550053,02,72,12
16514,14,810602500000001050102,02,12,"  "
16515,14,810602500000000680066,02,72,12
16516,14,810602500000001120109,02,21,"  "
16517,14,810602500000000430041,02,12,"  "
16518,14,810602500000000310029,02,12,"  "
16519,14,810602500000001000097,02,12,"  "
16520,14,810700300000000080008,01,72,11
16521,14,810700300000000830083,02,21,"  "
16522,14,810700300000001250124,02,31,"  "
16523,14,810700300000000400040,04,72,21
16524,14,810700300000001930192,02,12,"  "
16525,14,810700300000000970096,02,72,12
16526,14,810700300000002020201,02,72,31
16527,14,810700300000001390138,01,72,11
16528,14,810700300000000690069,02,72,12
16529,14,810700300000001540153,01,13,"  "
16530,14,810700300000001680167,02,13,"  "
16531,14,810700300000000250025,02,12,"  "
16532,14,810700300000001820181,02,72,12
16533,14,810700300000001110110,04,21,"  "
16534,14,810700300000000550055,02,12,"  "
16535,14,810501400000001690158,04,72,11
16536,14,810501400000000900081,04,11,"  "
16537,14,810501400000002000188,04,13,"  "
16538,14,810501400000001220113,04,72,12
16539,14,810501400000002300218,04,13,"  "
16540,14,810501400000001530144,04,31,"  "
16541,14,810501400000000270023,01,72,11
16542,14,810501400000000100010,04,31,"  "
16543,14,810501400000003290313,04,31,"  "
16544,14,810501400000000590052,04,72,12
16545,14,810501400000001370128,04,31,"  "
16546,14,810501400000002160204,04,72,12
16547,14,810501400000003050292,04,11,"  "
16548,14,810501400000001060097,04,72,13
16549,14,810501400000003170303,04,12,"  "
16550,14,810501400000001840173,04,72,31
16551,14,810501400000002460234,04,13,"  "
16552,14,810501400000002620250,04,13,"  "
16553,14,810501400000002770265,04,12,"  "
16554,14,810501400000000430037,04,72,12
16555,14,810501400000000750067,04,12,"  "
16556,14,810501400000000150013,04,72,31
16557,14,810401800000000650065,01,11,"  "
16558,14,810401800000000240024,08,81,"  "
16559,14,810401800000001210121,08,81,"  "
16560,14,810401800000001110111,01,11,"  "
16561,14,810401800000001050105,07,42,"  "
16562,14,810401800000000350035,06,11,"  "
16563,14,810401800000000550055,07,42,"  "
16564,14,810401800000000100010,07,42,"  "
16565,14,810401800000000750075,06,41,"  "
16566,14,810401800000001170117,07,42,"  "
16567,14,810401800000000950095,07,42,"  "
16568,14,810401800000001270127,02,12,"  "
16569,14,810401800000000850085,07,32,"  "
16570,14,810500100000000440044,04,72,31
16571,14,810500100000001130105,04,72,31
16572,14,810500100000000130013,04,72,31
16573,14,810500100000000720070,04,12,"  "
16574,14,810500100000000290029,04,31,"  "
16575,14,810500100000000100010,04,72,11
16576,14,810500100000000260026,02,12,"  "
16577,14,810500100000001688001,04,31,"  "
16578,14,810500100000001820162,04,72,31
16579,14,810500100000000990094,04,12,"  "
16580,14,810500100000000860081,04,12,"  "
16581,14,810500100000001270115,04,11,"  "
16582,14,810300500000000150015,02,12,"  "
16583,14,810300500000000330033,04,31,"  "
16584,14,810300500000000510051,04,31,"  "
16585,14,810301500000000790075,04,31,"  "
16586,14,810301500000001310122,05,32,"  "
16587,14,810301500000000280026,04,72,31
16588,14,810301500000000960092,03,14,"  "
16589,14,810301500000000620059,05,32,"  "
16590,14,810301500000001470138,04,31,"  "
16591,14,810301500000001600149,04,31,"  "
16592,14,810301500000001140108,04,72,31
16593,14,810300200000001020101,05,32,"  "
16594,14,810300200000002070206,02,11,"  "
16595,14,810300200000001930192,02,13,"  "
16596,14,810300200000001400139,05,32,"  "
16597,14,810300200000000290029,05,72,32
16598,14,810300200000001280127,04,21,"  "
16599,14,810300200000002310230,02,13,"  "
16600,14,810300200000002430242,05,72,32
16601,14,810300200000002260225,01,11,"  "
16602,14,810300200000002120211,02,72,11
16603,14,810300200000000650065,02,12,"  "
16604,14,810300200000000110011,04,72,31
16605,14,810300200000002190218,02,12,"  "
16606,14,810300200000002380237,01,72,11
16607,14,810300200000001520151,02,12,"  "
16608,14,810300200000000410041,02,72,12
16609,14,810300200000000798002,04,72,31
16610,14,810300200000000150015,02,11,"  "
16611,14,810300200000001030102,02,13,"  "
16612,14,810300200000000530053,05,72,32
16613,14,810300200000000158001,02,11,"  "
16614,14,810300200000001780177,02,12,"  "
16615,14,810300200000002000199,02,13,"  "
16616,14,810300200000001880187,02,13,"  "
16617,14,810300200000001660165,02,31,"  "
16618,14,810300200000000910090,02,11,"  "
16619,14,810201700000001240121,06,41,"  "
16620,14,810201700000001668002,02,12,"  "
16621,14,810201700000002570252,06,12,"  "
16622,14,810201700000001100107,02,12,"  "
16623,14,810201700000001800176,04,31,"  "
16624,14,810201700000001520149,02,12,"  "
16625,14,810201700000002470242,01,11,"  "
16626,14,810201700000002290225,03,13,"  "
16627,14,810201700000002380233,04,31,"  "
16628,14,810201700000002190215,02,13,"  "
16629,14,810201700000000820079,01,11,"  "
16630,14,810201700000000280026,01,11,"  "
16631,14,810201700000000968001,02,12,"  "
16632,14,810201700000000250023,04,12,"  "
16633,14,810201700000001948003,01,31,"  "
16634,14,810201700000000118004,02,12,"  "
16635,14,810201700000002080204,01,11,"  "
16636,14,810202000000001300116,04,12,"  "
16637,14,810202000000001160106,04,12,"  "
16638,14,810202000000002008002,06,12,"  "
16639,14,810202000000002690241,04,12,"  "
16640,14,810202000000002410214,07,12,"  "
16641,14,810202000000000880082,04,12,"  "
16642,14,810202000000000160015,02,12,"  "
16643,14,810202000000002270200,07,42,"  "
16644,14,810202000000001860169,04,12,"  "
16645,14,810202000000001580142,04,12,"  "
16646,14,810202000000002960269,04,12,"  "
16647,14,810202000000001020093,04,11,"  "
16648,14,810202000000002830255,01,11,"  "
16649,14,810202000000001728001,04,13,"  "
16650,14,810202000000000320031,04,11,"  "
16651,14,810202000000001440129,02,12,"  "
16652,14,810202000000000170016,01,11,"  "
16653,14,810202000000002550228,04,12,"  "
16654,14,810202000000000460045,04,13,"  "
16655,14,810101400000000070006,06,11,"  "
16656,14,810101400000000160015,06,41,"  "
16657,14,810100800000000850079,06,41,"  "
16658,14,810100800000000560086,06,41,"  "
16659,14,810100800000000420040,06,41,"  "
16660,14,810100800000000280026,06,41,"  "
16661,14,810100800000000130012,06,41,"  "
16662,14,441001800000000398001,01,11,"  "
16663,14,441001800000001720153,01,11,"  "
16664,14,441001800000000220022,01,11,"  "
16665,14,441001800000001210107,01,11,"  "
16666,14,441001800000001050094,01,11,"  "
16667,14,441001800000000890079,01,11,"  "
16668,14,441001800000001880164,01,11,"  "
16669,14,441001800000000060006,01,11,"  "
16670,14,441001800000001990175,01,11,"  "
16671,14,441001800000000550051,01,11,"  "
16672,14,441001800000001400125,01,11,"  "
16673,14,441001800000001560139,01,11,"  "
16674,14,810100500000000500048,06,12,"  "
16675,14,810100500000000180018,06,41,"  "
16676,14,810100500000000360034,06,41,"  "
16677,14,810100500000000020002,06,41,"  "
16678,14,810100500000000640061,07,42,"  "
16679,14,441001100000000460032,01,11,"  "
16680,14,441001100000002380189,01,11,"  "
16681,14,441001100000002230176,01,11,"  "
16682,14,441001100000000110008,02,12,"  "
16683,14,441001100000000910066,01,11,"  "
16684,14,441001100000002080164,01,11,"  "
16685,14,441001100000001780139,01,11,"  "
16686,14,441001100000000280018,01,11,"  "
16687,14,441001100000001490113,01,11,"  "
16688,14,441001100000001050079,01,11,"  "
16689,14,441001100000001190088,01,11,"  "
16690,14,441001100000001930150,01,11,"  "
16691,14,441001100000000100007,01,11,"  "
16692,14,441001100000001340101,01,11,"  "
16693,14,441001100000000290019,01,11,"  "
16694,14,441001700200003820313,01,11,"  "
16695,14,441001700200000228001,01,72,11
16696,14,441001700200004108008,01,11,"  "
16697,14,441001700200002580209,01,72,11
16698,14,441001700200003118005,01,11,"  "
16699,14,441001700200001510122,01,72,11
16700,14,441001700200003290272,01,11,"  "
16701,14,441001700200001168004,01,11,"  "
16702,14,441001700200002930239,01,11,"  "
16703,14,441001700200000180016,01,11,"  "
16704,14,441001700200003968007,01,11,"  "
16705,14,441001700200004240346,01,72,11
16706,14,441001700200000778002,01,11,"  "
16707,14,441001700200000988003,01,11,"  "
16708,14,441001700200004360356,01,72,11
16709,14,441001700200002400192,01,11,"  "
16710,14,441001700200003470286,01,11,"  "
16711,14,441001700200000390036,01,72,11
16712,14,441001700200000430040,01,11,"  "
16713,14,441001700200001330108,01,11,"  "
16714,14,441001700200001690137,01,11,"  "
16715,14,441001700200003658006,01,11,"  "
16716,14,441001700200001860149,01,11,"  "
16717,14,441000900000000450034,01,11,"  "
16718,14,441000900000000060005,01,11,"  "
16719,14,441000900000000278001,01,11,"  "
16720,14,441000900000000618002,01,11,"  "
16721,14,441000900000000210018,01,11,"  "
16722,14,440901500000001120085,01,11,"  "
16723,14,440901500000000330025,02,12,"  "
16724,14,440901500000000950072,01,11,"  "
16725,14,440901500000000460033,01,11,"  "
16726,14,440901500000000250018,01,11,"  "
16727,14,440901500000000790060,01,11,"  "
16728,14,440901500000001280096,02,12,"  "
16729,14,440901500000000638001,01,11,"  "
16730,14,441000400000000870065,01,11,"  "
16731,14,441000400000001680138,01,11,"  "
16732,14,441000400000001330103,01,11,"  "
16733,14,441000400000001480018,01,11,"  "
16734,14,441000400000000420032,01,11,"  "
16735,14,441000400000000030002,01,11,"  "
16736,14,441000400000001178003,01,11,"  "
16737,14,441000400000000728002,01,11,"  "
16738,14,441000400000000578001,01,11,"  "
16739,14,441000400000000250020,01,11,"  "
16740,14,441000400000001570127,01,11,"  "
16741,14,440900100000002070156,01,11,"  "
16742,14,440900100000000658001,02,12,"  "
16743,14,440900100000001770134,02,12,"  "
16744,14,440900100000000340025,01,11,"  "
16745,14,440900100000000950073,02,12,"  "
16746,14,440900100000000480037,01,11,"  "
16747,14,440900100000000810061,01,11,"  "
16748,14,440900100000001610123,01,11,"  "
16749,14,440900100000000290021,02,11,"  "
16750,14,440900100000001120084,01,11,"  "
16751,14,440900100000000090008,01,11,"  "
16752,14,440900100000001280095,01,11,"  "
16753,14,440901400000002218005,01,11,"  "
16754,14,440901400000003658011,01,11,"  "
16755,14,440901400000001018003,01,11,"  "
16756,14,440901400000000040004,01,11,"  "
16757,14,440901400000001760145,01,11,"  "
16758,14,440901400000003440265,01,11,"  "
16759,14,440901400000000558002,02,12,"  "
16760,14,440901400000002698007,01,11,"  "
16761,14,440901400000003240254,01,11,"  "
16762,14,440901400000002540205,01,11,"  "
16763,14,440901400000001468004,01,11,"  "
16764,14,440901400000001610133,02,12,"  "
16765,14,440901400000002848008,01,11,"  "
16766,14,440901400000002378006,01,11,"  "
16767,14,440901400000000860075,01,11,"  "
16768,14,440901400000000248001,02,12,"  "
16769,14,440901400000002990240,02,12,"  "
16770,14,440901400000003148009,01,11,"  "
16771,14,440901400000003548010,01,11,"  "
16772,14,440901400000001910160,01,11,"  "
16773,14,440901400000001310108,01,11,"  "
16774,14,440901400000000400032,01,11,"  "
16775,14,440901400000000710060,02,12,"  "
16776,14,440901400000001160097,01,11,"  "
16777,14,440901400000002060173,01,11,"  "
16778,14,440901400000003340259,01,11,"  "
16779,14,440701300000000680059,01,11,"  "
16780,14,440701300000001330114,01,11,"  "
16781,14,440701300000001500131,01,11,"  "
16782,14,440701300000001010086,01,11,"  "
16783,14,440701300000002500217,01,11,"  "
16784,14,440701300000002660231,01,11,"  "
16785,14,440701300000001170100,01,11,"  "
16786,14,440701300000002980257,01,11,"  "
16787,14,440701300000000520045,01,11,"  "
16788,14,440701300000000840072,01,11,"  "
16789,14,440701300000000150012,01,11,"  "
16790,14,440701300000000340029,01,11,"  "
16791,14,440701300000000190016,01,11,"  "
16792,14,440701300000002830245,01,11,"  "
16793,14,440701300000002000172,01,11,"  "
16794,14,440701300000002320200,01,11,"  "
16795,14,440701300000001830158,01,11,"  "
16796,14,440701300000002160186,01,11,"  "
16797,14,440600900300100850068,02,12,"  "
16798,14,440600900300100390027,02,12,"  "
16799,14,440600900300101190096,02,13,"  "
16800,14,440600900300102340195,02,12,"  "
16801,14,440600900300100690053,02,12,"  "
16802,14,440600900300100530039,02,12,"  "
16803,14,440600900300100170012,02,12,"  "
16804,14,440600900300102020167,02,12,"  "
16805,14,440600900300102180182,02,41,"  "
16806,14,440600900300101350110,02,13,"  "
16807,14,440600900300101520126,02,12,"  "
16808,14,440600900300100160011,02,12,"  "
16809,14,440600900300100550041,02,12,"  "
16810,14,440600900300101840152,02,13,"  "
16811,14,440600900300100350025,03,13,"  "
16812,14,440701100000001720125,01,11,"  "
16813,14,440701100000000700045,01,11,"  "
16814,14,440701100000001000071,01,11,"  "
16815,14,440701100000001300095,02,12,"  "
16816,14,440701100000001930140,01,11,"  "
16817,14,440701100000000550034,01,12,"  "
16818,14,440701100000000210011,02,12,"  "
16819,14,440701100000001450106,01,11,"  "
16820,14,440701100000000850059,01,11,"  "
16821,14,440701100000000400027,01,11,"  "
16822,14,440701100000001820133,01,11,"  "
16823,14,440701100000001600119,01,11,"  "
16824,14,440401200000000230010,02,12,"  "
16825,14,440401200000003858013,01,11,"  "
16826,14,440401200000004018014,01,11,"  "
16827,14,440401200000002248006,02,12,"  "
16828,14,440401200000000038001,01,11,"  "
16829,14,440401200000002388007,02,12,"  "
16830,14,440401200000003208011,01,11,"  "
16831,14,440401200000001910079,02,12,"  "
16832,14,440401200000003528012,01,11,"  "
16833,14,440401200000001268004,02,12,"  "
16834,14,440401200000002540110,02,12,"  "
16835,14,440401200000003038010,01,11,"  "
16836,14,440401200000003370155,02,12,"  "
16837,14,440401200000000938002,02,12,"  "
16838,14,440401200000002070090,02,12,"  "
16839,14,440401200000003690171,01,72,11
16840,14,440401200000000590024,02,12,"  "
16841,14,440401200000002888009,02,12,"  "
16842,14,440401200000004410212,01,11,"  "
16843,14,440401200000001750075,02,12,"  "
16844,14,440401200000001428005,01,11,"  "
16845,14,440401200000002728008,01,11,"  "
16846,14,440401200000000760036,02,12,"  "
16847,14,440401200000001098003,02,12,"  "
16848,14,440401200000004178015,01,11,"  "
16849,14,440401200000001580064,02,12,"  "
16850,14,440600400400200070004,06,41,"  "
16851,14,440600400400200560043,04,14,"  "
16852,14,440600400400200410029,04,13,"  "
16853,14,440600400400200270015,03,14,"  "
16854,14,440600400400201610139,04,21,"  "
16855,14,440600400400200050002,02,41,"  "
16856,14,440600400400201160101,03,14,"  "
16857,14,440600400400201760153,04,21,"  "
16858,14,440600400400201310116,04,12,"  "
16859,14,440600400400201010086,02,12,"  "
16860,14,440600400400200710058,03,14,"  "
16861,14,440600400400200860071,04,21,"  "
16862,14,440400700000002270174,02,12,"  "
16863,14,440400700000000500036,02,12,"  "
16864,14,440400700000001740137,01,11,"  "
16865,14,440400700000002618001,02,12,"  "
16866,14,440400700000000860067,02,12,"  "
16867,14,440400700000002090162,02,12,"  "
16868,14,440400700000002758002,02,12,"  "
16869,14,440400700000001030081,02,12,"  "
16870,14,440400700000001210098,02,12,"  "
16871,14,440400700000002460184,02,12,"  "
16872,14,440400700000000080006,02,12,"  "
16873,14,440400700000000310019,01,11,"  "
16874,14,440400700000000490035,02,12,"  "
16875,14,440400700000000680053,02,12,"  "
16876,14,440400700000001390111,02,12,"  "
16877,14,440400500300002140192,01,11,"  "
16878,14,440400500300000900080,01,11,"  "
16879,14,440400500300000548001,07,11,"  "
16880,14,440400500300000730065,01,72,11
16881,14,440400500300000350030,02,12,"  "
16882,14,440400500300001600144,01,72,11
16883,14,440400500300002500225,01,72,11
16884,14,440400500300002680241,01,11,"  "
16885,14,440400500300001430128,01,72,11
16886,14,440400500300002840247,02,13,"  "
16887,14,440400500300000270024,01,14,"  "
16888,14,440400500300000150012,01,72,11
16889,14,440400500300001080095,01,41,"  "
16890,14,440400500300001780158,01,72,11
16891,14,440400500300001960174,01,72,11
16892,14,440400500300001260111,01,41,"  "
16893,14,440400500300000540048,07,11,"  "
16894,14,440400500400100890075,01,11,"  "
16895,14,440400500400101880162,01,11,"  "
16896,14,440400500400101060090,06,11,"  "
16897,14,440400500400101380118,01,11,"  "
16898,14,440400500400100570046,06,11,"  "
16899,14,440400500400102050179,01,72,11
16900,14,440400500400102210193,01,42,"  "
16901,14,440400500400101228001,01,72,11
16902,14,440400500400102490219,01,14,"  "
16903,14,440400500400100730060,01,11,"  "
16904,14,440400500400102370207,01,72,11
16905,14,440400500400100400032,06,41,"  "
16906,14,440400500400100190016,06,72,11
16907,14,440400500400101560136,01,41,"  "
16908,14,440400200000000880072,02,12,"  "
16909,14,440400200000000230019,02,12,"  "
16910,14,440400200000001030086,01,11,"  "
16911,14,440400200000000730059,02,12,"  "
16912,14,440400200000000010001,02,12,"  "
16913,14,440400200000000210017,01,11,"  "
16914,14,440400200000001330112,01,72,11
16915,14,440400200000001488001,01,72,11
